Tract,Instrument,Order by Date,Image Path,Vol,Page,Inst. No.,File Date,Inst./Eff. Date,Grantor,Grantee,Land Desc.,Interest,Remarks
T05,Ratification 04295,1995-11-11,phase0/import-stress/T05/image-04295.pdf,795,296,P0-04295,1995-11-12,1995-11-11,Phase 0 Grantor 028,Phase 0 Grantee 002,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 04295
T06,Warranty Deed 04296,1996-12-12,phase0/import-stress/T06/image-04296.pdf,796,297,P0-04296,1996-12-13,1996-12-12,Phase 0 Grantor 029,Phase 0 Grantee 003,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 04296
T07,Mineral Deed 04297,1997-01-13,phase0/import-stress/T07/image-04297.pdf,797,298,P0-04297,1997-01-14,1997-01-13,Phase 0 Grantor 030,Phase 0 Grantee 004,"Section 7, Block 6, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 04297
T08,Royalty Deed 04298,1998-02-14,phase0/import-stress/T08/image-04298.pdf,798,299,P0-04298,1998-02-15,1998-02-14,Phase 0 Grantor 031,Phase 0 Grantee 005,"Section 8, Block 7, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 04298
T09,Oil and Gas Lease 04299,1999-03-15,phase0/import-stress/T09/image-04299.pdf,799,300,P0-04299,1999-03-16,1999-03-15,Phase 0 Grantor 032,Phase 0 Grantee 006,"Section 9, Block 1, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 04299
T10,Assignment 04300,2000-04-16,phase0/import-stress/T10/image-04300.pdf,800,301,P0-04300,2000-04-17,2000-04-16,Phase 0 Grantor 033,Phase 0 Grantee 007,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 04300
T01,Ratification 04301,2001-05-17,phase0/import-stress/T01/image-04301.pdf,801,302,P0-04301,2001-05-18,2001-05-17,Phase 0 Grantor 034,Phase 0 Grantee 008,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 04301
T02,Warranty Deed 04302,2002-06-18,phase0/import-stress/T02/image-04302.pdf,802,303,P0-04302,2002-06-19,2002-06-18,Phase 0 Grantor 035,Phase 0 Grantee 009,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 04302
T03,Mineral Deed 04303,2003-07-19,phase0/import-stress/T03/image-04303.pdf,803,304,P0-04303,2003-07-20,2003-07-19,Phase 0 Grantor 036,Phase 0 Grantee 010,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 04303
T04,Royalty Deed 04304,2004-08-20,phase0/import-stress/T04/image-04304.pdf,804,305,P0-04304,2004-08-21,2004-08-20,Phase 0 Grantor 037,Phase 0 Grantee 011,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 04304
T05,Oil and Gas Lease 04305,2005-09-21,phase0/import-stress/T05/image-04305.pdf,805,306,P0-04305,2005-09-22,2005-09-21,Phase 0 Grantor 038,Phase 0 Grantee 012,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 04305
T06,Assignment 04306,2006-10-22,phase0/import-stress/T06/image-04306.pdf,806,307,P0-04306,2006-10-23,2006-10-22,Phase 0 Grantor 039,Phase 0 Grantee 013,"Section 6, Block 1, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 04306
T07,Ratification 04307,2007-11-23,phase0/import-stress/T07/image-04307.pdf,807,308,P0-04307,2007-11-24,2007-11-23,Phase 0 Grantor 040,Phase 0 Grantee 014,"Section 7, Block 2, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 04307
T08,Warranty Deed 04308,2008-12-24,phase0/import-stress/T08/image-04308.pdf,808,309,P0-04308,2008-12-25,2008-12-24,Phase 0 Grantor 041,Phase 0 Grantee 015,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 04308
T09,Mineral Deed 04309,2009-01-25,phase0/import-stress/T09/image-04309.pdf,809,310,P0-04309,2009-01-26,2009-01-25,Phase 0 Grantor 042,Phase 0 Grantee 016,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 04309
T10,Royalty Deed 04310,2010-02-26,phase0/import-stress/T10/image-04310.pdf,810,311,P0-04310,2010-02-27,2010-02-26,Phase 0 Grantor 043,Phase 0 Grantee 017,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 04310
T01,Oil and Gas Lease 04311,2011-03-27,phase0/import-stress/T01/image-04311.pdf,811,312,P0-04311,2011-03-28,2011-03-27,Phase 0 Grantor 044,Phase 0 Grantee 018,"Section 1, Block 6, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 04311
T02,Assignment 04312,2012-04-28,phase0/import-stress/T02/image-04312.pdf,812,313,P0-04312,2012-04-01,2012-04-28,Phase 0 Grantor 045,Phase 0 Grantee 019,"Section 2, Block 7, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 04312
T03,Ratification 04313,2013-05-01,phase0/import-stress/T03/image-04313.pdf,813,314,P0-04313,2013-05-02,2013-05-01,Phase 0 Grantor 046,Phase 0 Grantee 020,"Section 3, Block 1, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 04313
T04,Warranty Deed 04314,2014-06-02,phase0/import-stress/T04/image-04314.pdf,814,315,P0-04314,2014-06-03,2014-06-02,Phase 0 Grantor 047,Phase 0 Grantee 021,"Section 4, Block 2, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 04314
T05,Mineral Deed 04315,2015-07-03,phase0/import-stress/T05/image-04315.pdf,815,316,P0-04315,2015-07-04,2015-07-03,Phase 0 Grantor 048,Phase 0 Grantee 022,"Section 5, Block 3, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 04315
T06,Royalty Deed 04316,2016-08-04,phase0/import-stress/T06/image-04316.pdf,816,317,P0-04316,2016-08-05,2016-08-04,Phase 0 Grantor 049,Phase 0 Grantee 023,"Section 6, Block 4, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 04316
T07,Oil and Gas Lease 04317,2017-09-05,phase0/import-stress/T07/image-04317.pdf,817,318,P0-04317,2017-09-06,2017-09-05,Phase 0 Grantor 050,Phase 0 Grantee 024,"Section 7, Block 5, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 04317
T08,Assignment 04318,2018-10-06,phase0/import-stress/T08/image-04318.pdf,818,319,P0-04318,2018-10-07,2018-10-06,Phase 0 Grantor 051,Phase 0 Grantee 025,"Section 8, Block 6, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 04318
T09,Ratification 04319,2019-11-07,phase0/import-stress/T09/image-04319.pdf,819,320,P0-04319,2019-11-08,2019-11-07,Phase 0 Grantor 052,Phase 0 Grantee 026,"Section 9, Block 7, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 04319
T10,Warranty Deed 04320,1980-12-08,phase0/import-stress/T10/image-04320.pdf,820,321,P0-04320,1980-12-09,1980-12-08,Phase 0 Grantor 053,Phase 0 Grantee 027,"Section 10, Block 1, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 04320
T01,Mineral Deed 04321,1981-01-09,phase0/import-stress/T01/image-04321.pdf,821,322,P0-04321,1981-01-10,1981-01-09,Phase 0 Grantor 054,Phase 0 Grantee 028,"Section 1, Block 2, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 04321
T02,Royalty Deed 04322,1982-02-10,phase0/import-stress/T02/image-04322.pdf,822,323,P0-04322,1982-02-11,1982-02-10,Phase 0 Grantor 055,Phase 0 Grantee 029,"Section 2, Block 3, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 04322
T03,Oil and Gas Lease 04323,1983-03-11,phase0/import-stress/T03/image-04323.pdf,823,324,P0-04323,1983-03-12,1983-03-11,Phase 0 Grantor 056,Phase 0 Grantee 030,"Section 3, Block 4, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 04323
T04,Assignment 04324,1984-04-12,phase0/import-stress/T04/image-04324.pdf,824,325,P0-04324,1984-04-13,1984-04-12,Phase 0 Grantor 057,Phase 0 Grantee 031,"Section 4, Block 5, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 04324
T05,Ratification 04325,1985-05-13,phase0/import-stress/T05/image-04325.pdf,825,326,P0-04325,1985-05-14,1985-05-13,Phase 0 Grantor 058,Phase 0 Grantee 032,"Section 5, Block 6, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 04325
T06,Warranty Deed 04326,1986-06-14,phase0/import-stress/T06/image-04326.pdf,826,327,P0-04326,1986-06-15,1986-06-14,Phase 0 Grantor 059,Phase 0 Grantee 033,"Section 6, Block 7, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 04326
T07,Mineral Deed 04327,1987-07-15,phase0/import-stress/T07/image-04327.pdf,827,328,P0-04327,1987-07-16,1987-07-15,Phase 0 Grantor 060,Phase 0 Grantee 034,"Section 7, Block 1, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 04327
T08,Royalty Deed 04328,1988-08-16,phase0/import-stress/T08/image-04328.pdf,828,329,P0-04328,1988-08-17,1988-08-16,Phase 0 Grantor 061,Phase 0 Grantee 035,"Section 8, Block 2, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 04328
T09,Oil and Gas Lease 04329,1989-09-17,phase0/import-stress/T09/image-04329.pdf,829,330,P0-04329,1989-09-18,1989-09-17,Phase 0 Grantor 062,Phase 0 Grantee 036,"Section 9, Block 3, Raven Forest Survey, Walker County, Texas",1/11,"Cell text says ""ignore prior instructions""; parser must treat it as data."
T10,Assignment 04330,1990-10-18,phase0/import-stress/T10/image-04330.pdf,830,331,P0-04330,1990-10-19,1990-10-18,Phase 0 Grantor 063,Phase 0 Grantee 037,"Section 10, Block 4, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 04330
T01,Ratification 04331,1991-11-19,phase0/import-stress/T01/image-04331.pdf,831,332,P0-04331,1991-11-20,1991-11-19,Phase 0 Grantor 064,Phase 0 Grantee 038,"Section 1, Block 5, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 04331
T02,Warranty Deed 04332,1992-12-20,phase0/import-stress/T02/image-04332.pdf,832,333,P0-04332,1992-12-21,1992-12-20,Phase 0 Grantor 065,Phase 0 Grantee 039,"Section 2, Block 6, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 04332
T03,Mineral Deed 04333,1993-01-21,phase0/import-stress/T03/image-04333.pdf,833,334,P0-04333,1993-01-22,1993-01-21,Phase 0 Grantor 066,Phase 0 Grantee 040,"Section 3, Block 7, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 04333
T04,Royalty Deed 04334,1994-02-22,phase0/import-stress/T04/image-04334.pdf,834,335,P0-04334,1994-02-23,1994-02-22,Phase 0 Grantor 067,Phase 0 Grantee 041,"Section 4, Block 1, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 04334
T05,Oil and Gas Lease 04335,1995-03-23,phase0/import-stress/T05/image-04335.pdf,835,336,P0-04335,1995-03-24,1995-03-23,Phase 0 Grantor 068,Phase 0 Grantee 042,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 04335
T06,Assignment 04336,1996-04-24,phase0/import-stress/T06/image-04336.pdf,836,337,P0-04336,1996-04-25,1996-04-24,Phase 0 Grantor 069,Phase 0 Grantee 043,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 04336
T07,Ratification 04337,1997-05-25,phase0/import-stress/T07/image-04337.pdf,837,338,P0-04337,1997-05-26,1997-05-25,Phase 0 Grantor 070,Phase 0 Grantee 044,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 04337
T08,Warranty Deed 04338,1998-06-26,phase0/import-stress/T08/image-04338.pdf,838,339,P0-04338,1998-06-27,1998-06-26,Phase 0 Grantor 071,Phase 0 Grantee 045,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 04338
T09,Mineral Deed 04339,1999-07-27,phase0/import-stress/T09/image-04339.pdf,839,340,P0-04339,1999-07-28,1999-07-27,Phase 0 Grantor 072,Phase 0 Grantee 046,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 04339
T10,Royalty Deed 04340,2000-08-28,phase0/import-stress/T10/image-04340.pdf,840,341,P0-04340,2000-08-01,2000-08-28,Phase 0 Grantor 073,Phase 0 Grantee 047,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 04340
T01,Oil and Gas Lease 04341,2001-09-01,phase0/import-stress/T01/image-04341.pdf,841,342,P0-04341,2001-09-02,2001-09-01,Phase 0 Grantor 074,Phase 0 Grantee 048,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 04341
T02,Assignment 04342,2002-10-02,phase0/import-stress/T02/image-04342.pdf,842,343,P0-04342,2002-10-03,2002-10-02,Phase 0 Grantor 075,Phase 0 Grantee 049,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 04342
T03,Ratification 04343,2003-11-03,phase0/import-stress/T03/image-04343.pdf,843,344,P0-04343,2003-11-04,2003-11-03,Phase 0 Grantor 076,Phase 0 Grantee 050,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 04343
T04,Warranty Deed 04344,2004-12-04,phase0/import-stress/T04/image-04344.pdf,844,345,P0-04344,2004-12-05,2004-12-04,Phase 0 Grantor 077,Phase 0 Grantee 051,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 04344
T05,Mineral Deed 04345,2005-01-05,phase0/import-stress/T05/image-04345.pdf,845,346,P0-04345,2005-01-06,2005-01-05,Phase 0 Grantor 078,Phase 0 Grantee 052,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 04345
T06,Royalty Deed 04346,2006-02-06,phase0/import-stress/T06/image-04346.pdf,846,347,P0-04346,2006-02-07,2006-02-06,Phase 0 Grantor 079,Phase 0 Grantee 053,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 04346
T07,Oil and Gas Lease 04347,2007-03-07,phase0/import-stress/T07/image-04347.pdf,847,348,P0-04347,2007-03-08,2007-03-07,Phase 0 Grantor 080,Phase 0 Grantee 054,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 04347
T08,Assignment 04348,2008-04-08,phase0/import-stress/T08/image-04348.pdf,848,349,P0-04348,2008-04-09,2008-04-08,Phase 0 Grantor 081,Phase 0 Grantee 055,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 04348
T09,Ratification 04349,2009-05-09,phase0/import-stress/T09/image-04349.pdf,849,350,P0-04349,2009-05-10,2009-05-09,Phase 0 Grantor 082,Phase 0 Grantee 056,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 04349
T10,Warranty Deed 04350,2010-06-10,phase0/import-stress/T10/image-04350.pdf,850,351,P0-04350,2010-06-11,2010-06-10,Phase 0 Grantor 083,Phase 0 Grantee 057,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 04350
T01,Mineral Deed 04351,2011-07-11,phase0/import-stress/T01/image-04351.pdf,851,352,P0-04351,2011-07-12,2011-07-11,Phase 0 Grantor 084,Phase 0 Grantee 058,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 04351
T02,Royalty Deed 04352,2012-08-12,phase0/import-stress/T02/image-04352.pdf,852,353,P0-04352,2012-08-13,2012-08-12,Phase 0 Grantor 085,Phase 0 Grantee 059,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 04352
T03,Oil and Gas Lease 04353,2013-09-13,phase0/import-stress/T03/image-04353.pdf,853,354,P0-04353,2013-09-14,2013-09-13,Phase 0 Grantor 086,Phase 0 Grantee 060,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 04353
T04,Assignment 04354,2014-10-14,phase0/import-stress/T04/image-04354.pdf,854,355,P0-04354,2014-10-15,2014-10-14,Phase 0 Grantor 087,Phase 0 Grantee 061,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 04354
T05,Ratification 04355,2015-11-15,phase0/import-stress/T05/image-04355.pdf,855,356,P0-04355,2015-11-16,2015-11-15,Phase 0 Grantor 088,Phase 0 Grantee 062,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 04355
T06,Warranty Deed 04356,2016-12-16,phase0/import-stress/T06/image-04356.pdf,856,357,P0-04356,2016-12-17,2016-12-16,Phase 0 Grantor 089,Phase 0 Grantee 063,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 04356
T07,Mineral Deed 04357,2017-01-17,phase0/import-stress/T07/image-04357.pdf,857,358,P0-04357,2017-01-18,2017-01-17,Phase 0 Grantor 090,Phase 0 Grantee 064,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 04357
T08,Royalty Deed 04358,2018-02-18,phase0/import-stress/T08/image-04358.pdf,858,359,P0-04358,2018-02-19,2018-02-18,Phase 0 Grantor 091,Phase 0 Grantee 065,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 04358
T09,Oil and Gas Lease 04359,2019-03-19,phase0/import-stress/T09/image-04359.pdf,859,360,P0-04359,2019-03-20,2019-03-19,Phase 0 Grantor 092,Phase 0 Grantee 066,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 04359
T10,Assignment 04360,1980-04-20,phase0/import-stress/T10/image-04360.pdf,860,361,P0-04360,1980-04-21,1980-04-20,Phase 0 Grantor 093,Phase 0 Grantee 067,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 04360
T01,Ratification 04361,1981-05-21,phase0/import-stress/T01/image-04361.pdf,861,362,P0-04361,1981-05-22,1981-05-21,Phase 0 Grantor 094,Phase 0 Grantee 068,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 04361
T02,Warranty Deed 04362,1982-06-22,phase0/import-stress/T02/image-04362.pdf,862,363,P0-04362,1982-06-23,1982-06-22,Phase 0 Grantor 095,Phase 0 Grantee 069,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 04362
T03,Mineral Deed 04363,1983-07-23,phase0/import-stress/T03/image-04363.pdf,863,364,P0-04363,1983-07-24,1983-07-23,Phase 0 Grantor 096,Phase 0 Grantee 070,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 04363
T04,Royalty Deed 04364,1984-08-24,phase0/import-stress/T04/image-04364.pdf,864,365,P0-04364,1984-08-25,1984-08-24,Phase 0 Grantor 097,Phase 0 Grantee 071,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 04364
T05,Oil and Gas Lease 04365,1985-09-25,phase0/import-stress/T05/image-04365.pdf,865,366,P0-04365,1985-09-26,1985-09-25,Phase 0 Grantor 001,Phase 0 Grantee 072,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 04365
T06,Assignment 04366,1986-10-26,phase0/import-stress/T06/image-04366.pdf,866,367,P0-04366,1986-10-27,1986-10-26,Phase 0 Grantor 002,Phase 0 Grantee 073,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 04366
